doctor_id,name,specialization,years_experience,department,availability_status
24280,Dr. Reddy,Radiology,30,Surgery,Available
24281,Dr. Iyer,Psychiatry,9,OPD,Unavailable
24282,Dr. Singh,Dermatology,10,OPD,Unavailable
24283,Dr. Das,Cardiology,12,General,Unavailable
24284,Dr. Iyer,Pediatrics,27,Emergency,Available
24285,Dr. Singh,Cardiology,31,General,Unavailable
24286,Dr. Sharma,Cardiology,28,OPD,Available
24287,Dr. Singh,Pediatrics,22,General,Available
24288,Dr. Singh,Dermatology,16,General,Unavailable
24289,Dr. Das,Pediatrics,16,Surgery,Available
24290,Dr. Gupta,Dermatology,38,General,Available
24291,Dr. Gupta,Psychiatry,16,Emergency,Available
24292,Dr. Gupta,Pediatrics,25,Surgery,Unavailable
24293,Dr. Sharma,Psychiatry,30,Surgery,Unavailable
24294,Dr. Patel,Dermatology,35,Surgery,Available
24295,Dr. Sharma,Psychiatry,11,Surgery,Unavailable
24296,Dr. Khan,Cardiology,0,General,Available
24297,Dr. Reddy,Orthopedics,38,Surgery,Available
24298,Dr. Gupta,Orthopedics,17,Surgery,Available
24299,Dr. Iyer,Dermatology,9,Surgery,Unavailable
24300,Dr. Singh,Dermatology,30,Surgery,Available
24301,Dr. Iyer,Pediatrics,6,OPD,Unavailable
24302,Dr. Patel,Pediatrics,11,,Available
24303,Dr. Sharma,Psychiatry,20,OPD,Unavailable
24304,Dr. Patel,Cardiology,14,OPD,Available
24305,Dr. Mehta,Radiology,19,Emergency,Available
24306,Dr. Gupta,Neurology,11,General,Available
24307,Dr. Gupta,Radiology,10,OPD,Unavailable
24308,Dr. Patel,Orthopedics,17,OPD,Unavailable
24309,Dr. Sharma,Cardiology,16,Surgery,Available
24310,Dr. Khan,Psychiatry,23,Surgery,Available
24311,Dr. Patel,Neurology,24,Surgery,Unavailable
24312,Dr. Sharma,Pediatrics,8,Emergency,Unavailable
24313,Dr. Sharma,Psychiatry,17,OPD,Unavailable
24314,Dr. Joshi,Radiology,2,Surgery,Unavailable
24315,Dr. Joshi,Radiology,27,OPD,Unavailable
24316,Dr. Iyer,Pediatrics,39,General,Available
24317,Dr. Iyer,Cardiology,5,Emergency,Available
24318,Dr. Mehta,Dermatology,9,General,Available
24319,Dr. Khan,Dermatology,36,OPD,Unavailable
24320,Dr. Gupta,Neurology,18,Surgery,Available
24321,Dr. Khan,Radiology,23,Surgery,Available
24322,Dr. Iyer,Radiology,29,Emergency,Unavailable
24323,Dr. Das,Dermatology,18,,Available
24324,Dr. Khan,Dermatology,10,OPD,Available
24325,Dr. Singh,Cardiology,0,General,Unavailable
24326,Dr. Iyer,Orthopedics,25,,Available
24327,Dr. Das,Psychiatry,10,Surgery,Available
24328,Dr. Mehta,Pediatrics,28,Surgery,Available
24329,Dr. Singh,Radiology,31,,Unavailable
24330,Dr. Gupta,Dermatology,7,Emergency,Unavailable
24331,Dr. Gupta,Orthopedics,18,OPD,Unavailable
24332,Dr. Khan,Orthopedics,39,Emergency,Available
24333,Dr. Singh,Pediatrics,34,Surgery,Unavailable
24334,Dr. Iyer,Dermatology,7,Surgery,Unavailable
24335,Dr. Singh,Psychiatry,2,Surgery,Unavailable
24336,Dr. Gupta,Cardiology,18,Surgery,Unavailable
24337,Dr. Reddy,Pediatrics,32,Surgery,Available
24338,Dr. Iyer,Orthopedics,0,OPD,Available
24339,Dr. Iyer,Pediatrics,27,Surgery,Available
24340,Dr. Iyer,Pediatrics,18,OPD,Unavailable
24341,Dr. Patel,Orthopedics,17,General,Unavailable
24342,Dr. Reddy,Pediatrics,0,OPD,Available
24343,Dr. Singh,Pediatrics,18,Surgery,Available
24344,Dr. Iyer,Cardiology,29,General,Unavailable
24345,Dr. Sharma,Psychiatry,28,Emergency,Unavailable
24346,Dr. Sharma,Neurology,26,Surgery,Unavailable
24347,Dr. Sharma,Cardiology,2,,Unavailable
24348,Dr. Khan,Orthopedics,39,Surgery,Unavailable
24349,Dr. Patel,Radiology,35,Emergency,Available
24350,Dr. Iyer,Orthopedics,8,Emergency,Available
24351,Dr. Patel,Pediatrics,6,Emergency,Available
24352,Dr. Mehta,Psychiatry,0,Emergency,Unavailable
24353,Dr. Reddy,Orthopedics,18,Emergency,Unavailable
24354,Dr. Singh,Dermatology,27,Surgery,Unavailable
24355,Dr. Mehta,Neurology,24,OPD,Available
24356,Dr. Joshi,Pediatrics,27,General,Unavailable
24357,Dr. Mehta,Orthopedics,0,OPD,Available
24358,Dr. Gupta,Psychiatry,5,General,Available
24359,Dr. Sharma,Cardiology,10,General,Unavailable
24360,Dr. Reddy,Orthopedics,25,General,Unavailable
24361,Dr. Gupta,Dermatology,32,General,Available
24362,Dr. Iyer,Cardiology,18,General,Available
24363,Dr. Joshi,Psychiatry,24,OPD,Available
24364,Dr. Iyer,Radiology,24,Emergency,Available
24365,Dr. Iyer,Neurology,14,OPD,Available
24366,Dr. Reddy,Pediatrics,29,OPD,Available
24367,Dr. Mehta,Psychiatry,32,Surgery,Unavailable
24368,Dr. Sharma,Pediatrics,21,Surgery,Available
24369,Dr. Gupta,Dermatology,2,Emergency,Available
24370,Dr. Reddy,Psychiatry,32,General,Unavailable
24371,Dr. Iyer,Cardiology,36,Emergency,Unavailable
24372,Dr. Khan,Dermatology,8,OPD,Available
24373,Dr. Sharma,Pediatrics,29,General,Unavailable
24374,Dr. Khan,Neurology,15,Emergency,Unavailable
24375,Dr. Gupta,Neurology,38,General,Available
24376,Dr. Reddy,Pediatrics,16,,Unavailable
24377,Dr. Reddy,Psychiatry,39,Emergency,Unavailable
24378,Dr. Mehta,Pediatrics,28,OPD,Unavailable
24379,Dr. Khan,Radiology,9,Surgery,Unavailable
24380,Dr. Patel,Dermatology,5,OPD,Unavailable
24381,Dr. Patel,Neurology,13,Surgery,Unavailable
24382,Dr. Patel,Cardiology,26,Surgery,Available
24383,Dr. Joshi,Dermatology,30,Surgery,Available
24384,Dr. Reddy,Orthopedics,32,General,Available
24385,Dr. Khan,Pediatrics,37,Emergency,Available
24386,Dr. Joshi,Orthopedics,23,Surgery,Unavailable
24387,Dr. Patel,Psychiatry,21,General,Unavailable
24388,Dr. Joshi,Neurology,23,Emergency,Available
24389,Dr. Sharma,Psychiatry,1,General,Available
24390,Dr. Singh,Pediatrics,3,General,Unavailable
24391,Dr. Mehta,Dermatology,17,OPD,Available
24392,Dr. Sharma,Neurology,12,General,Unavailable
24393,Dr. Mehta,Pediatrics,9,Emergency,Unavailable
24394,Dr. Patel,Neurology,4,Surgery,Available
24395,Dr. Iyer,Radiology,18,Surgery,Unavailable
24396,Dr. Joshi,Cardiology,17,Emergency,Unavailable
24397,Dr. Reddy,Psychiatry,17,Emergency,Unavailable
24398,Dr. Singh,Neurology,4,Emergency,Available
24399,Dr. Reddy,Psychiatry,2,General,Available
24400,Dr. Joshi,Cardiology,30,General,Unavailable
24401,Dr. Singh,Cardiology,36,OPD,Unavailable
24402,Dr. Gupta,Psychiatry,3,General,Available
24403,Dr. Gupta,Psychiatry,2,OPD,Available
24404,Dr. Mehta,Cardiology,6,General,Available
24405,Dr. Gupta,Pediatrics,7,Emergency,Available
24406,Dr. Mehta,Pediatrics,5,General,Available
24407,Dr. Sharma,Pediatrics,19,Emergency,Available
24408,Dr. Iyer,Pediatrics,21,Surgery,Available
24409,Dr. Joshi,Orthopedics,6,Surgery,Available
24410,Dr. Sharma,Psychiatry,32,Surgery,Available
24411,Dr. Reddy,Psychiatry,23,Emergency,Unavailable
24412,Dr. Mehta,Pediatrics,30,OPD,Unavailable
24413,Dr. Sharma,Radiology,39,Surgery,Available
24414,Dr. Patel,Dermatology,3,General,Unavailable
24415,Dr. Singh,Cardiology,9,Emergency,Unavailable
24416,Dr. Khan,Pediatrics,3,OPD,Unavailable
24417,Dr. Patel,Orthopedics,27,Emergency,Available
24418,Dr. Joshi,Cardiology,0,OPD,Available
24419,Dr. Reddy,Pediatrics,11,General,Available
24420,Dr. Sharma,Radiology,2,OPD,Unavailable
24421,Dr. Patel,Cardiology,31,OPD,Available
24422,Dr. Khan,Dermatology,30,Surgery,Unavailable
24423,Dr. Das,Neurology,1,Emergency,Available
24424,Dr. Singh,Neurology,31,Surgery,Unavailable
24425,Dr. Das,Cardiology,35,Emergency,Unavailable
24426,Dr. Iyer,Neurology,11,Emergency,Unavailable
24427,Dr. Patel,Cardiology,19,Surgery,Available
24428,Dr. Singh,Orthopedics,31,Surgery,Unavailable
24429,Dr. Iyer,Orthopedics,30,General,Available
24430,Dr. Mehta,Orthopedics,7,OPD,Unavailable
24431,Dr. Iyer,Dermatology,32,Surgery,Unavailable
24432,Dr. Iyer,Neurology,38,Surgery,Unavailable
24433,Dr. Patel,Dermatology,32,,Unavailable
24434,Dr. Joshi,Cardiology,7,Surgery,Available
24435,Dr. Joshi,Neurology,31,Emergency,Available
24436,Dr. Sharma,Cardiology,2,OPD,Unavailable
24437,Dr. Reddy,Dermatology,14,Emergency,Unavailable
24438,Dr. Iyer,Cardiology,21,General,Available
24439,Dr. Singh,Dermatology,17,Surgery,Unavailable
24440,Dr. Patel,Cardiology,21,General,Unavailable
24441,Dr. Reddy,Radiology,18,General,Available
24442,Dr. Singh,Dermatology,35,Emergency,Unavailable
24443,Dr. Gupta,Psychiatry,16,Emergency,Unavailable
24444,Dr. Mehta,Neurology,32,Surgery,Unavailable
24445,Dr. Reddy,Radiology,17,Emergency,Unavailable
24446,Dr. Patel,Neurology,1,OPD,Unavailable
24447,Dr. Khan,Neurology,19,OPD,Unavailable
24448,Dr. Khan,Neurology,4,Surgery,Unavailable
24449,Dr. Patel,Radiology,36,OPD,Unavailable
24450,Dr. Khan,Orthopedics,1,Surgery,Available
24451,Dr. Joshi,Pediatrics,21,Emergency,Unavailable
24452,Dr. Sharma,Radiology,34,Surgery,Available
24453,Dr. Joshi,Dermatology,11,Emergency,Unavailable
24454,Dr. Das,Neurology,24,Surgery,Unavailable
24455,Dr. Das,Psychiatry,34,Emergency,Available
24456,Dr. Singh,Psychiatry,8,Emergency,Unavailable
24457,Dr. Joshi,Cardiology,32,OPD,Available
24458,Dr. Sharma,Psychiatry,32,OPD,Unavailable
24459,Dr. Gupta,Cardiology,11,OPD,Unavailable
24460,Dr. Joshi,Neurology,23,OPD,Available
24461,Dr. Das,Neurology,22,Emergency,Unavailable
24462,Dr. Mehta,Psychiatry,26,General,Unavailable
24463,Dr. Reddy,Pediatrics,10,Emergency,Available
24464,Dr. Reddy,Psychiatry,33,OPD,Unavailable
24465,Dr. Gupta,Neurology,20,Surgery,Available
24466,Dr. Das,Dermatology,37,Emergency,Available
24467,Dr. Khan,Radiology,4,OPD,Available
24468,Dr. Das,Cardiology,4,Surgery,Available
24469,Dr. Gupta,Neurology,11,General,Available
24470,Dr. Khan,Orthopedics,8,Emergency,Unavailable
24471,Dr. Singh,Neurology,38,OPD,Unavailable
24472,Dr. Khan,Neurology,0,Emergency,Unavailable
24473,Dr. Gupta,Dermatology,28,Emergency,Unavailable
24474,Dr. Khan,Neurology,33,Emergency,Available
24475,Dr. Reddy,Radiology,0,OPD,Available
24476,Dr. Joshi,Dermatology,37,OPD,Available
24477,Dr. Das,Radiology,34,Surgery,Available
24478,Dr. Patel,Pediatrics,6,OPD,Unavailable
24479,Dr. Reddy,Pediatrics,4,General,Unavailable
24480,Dr. Reddy,Pediatrics,32,Emergency,Unavailable
24481,Dr. Iyer,Cardiology,18,General,Unavailable
24482,Dr. Iyer,Psychiatry,18,Emergency,Unavailable
24483,Dr. Joshi,Radiology,3,General,Unavailable
24484,Dr. Khan,Radiology,22,Surgery,Available
24485,Dr. Iyer,Neurology,19,Emergency,Available
24486,Dr. Reddy,Dermatology,12,Emergency,Available
24487,Dr. Patel,Psychiatry,29,OPD,Available
24488,Dr. Joshi,Radiology,7,Surgery,Unavailable
24489,Dr. Patel,Radiology,34,Surgery,Unavailable
24490,Dr. Das,Cardiology,36,Emergency,Available
24491,Dr. Reddy,Psychiatry,35,Surgery,Unavailable
24492,Dr. Singh,Pediatrics,29,Emergency,Available
24493,Dr. Patel,Radiology,31,Surgery,Available
24494,Dr. Das,Dermatology,1,OPD,Unavailable
24495,Dr. Patel,Radiology,32,Surgery,Unavailable
24496,Dr. Patel,Dermatology,15,Emergency,Unavailable
24497,Dr. Mehta,Orthopedics,24,General,Available
24498,Dr. Mehta,Radiology,25,General,Unavailable
24499,Dr. Khan,Psychiatry,3,Surgery,Unavailable
24500,Dr. Das,Neurology,11,OPD,Available
24501,Dr. Das,Dermatology,27,Emergency,Unavailable
24502,Dr. Patel,Pediatrics,21,Surgery,Unavailable
24503,Dr. Mehta,Pediatrics,38,Surgery,Unavailable
24504,Dr. Joshi,Orthopedics,14,Emergency,Available
24505,Dr. Reddy,Orthopedics,29,Emergency,Available
24506,Dr. Sharma,Pediatrics,17,Surgery,Available
24507,Dr. Sharma,Neurology,22,Emergency,Available
24508,Dr. Patel,Dermatology,26,Emergency,Unavailable
24509,Dr. Joshi,Cardiology,37,General,Unavailable
24510,Dr. Sharma,Dermatology,19,Surgery,Available
24511,Dr. Iyer,Cardiology,14,General,Unavailable
24512,Dr. Sharma,Dermatology,3,,Unavailable
24513,Dr. Gupta,Pediatrics,11,General,Unavailable
24514,Dr. Mehta,Psychiatry,27,General,Unavailable
24515,Dr. Iyer,Dermatology,23,Surgery,Available
24516,Dr. Gupta,Dermatology,20,Surgery,Unavailable
24517,Dr. Sharma,Neurology,11,OPD,Available
24518,Dr. Sharma,Radiology,30,General,Unavailable
24519,Dr. Singh,Pediatrics,27,General,Unavailable
24520,Dr. Mehta,Dermatology,25,General,Available
24521,Dr. Patel,Pediatrics,39,General,Available
24522,Dr. Joshi,Pediatrics,1,Surgery,Unavailable
24523,Dr. Joshi,Cardiology,8,Surgery,Available
24524,Dr. Mehta,Psychiatry,9,OPD,Available
24525,Dr. Das,Dermatology,17,Surgery,Available
24526,Dr. Reddy,Psychiatry,21,Emergency,Available
24527,Dr. Gupta,Radiology,27,General,Available
24528,Dr. Joshi,Radiology,23,Surgery,Unavailable
24529,Dr. Patel,Psychiatry,25,OPD,Available
24530,Dr. Sharma,Dermatology,26,Emergency,Available
24531,Dr. Reddy,Radiology,10,OPD,Available
24532,Dr. Iyer,Neurology,15,General,Unavailable
24533,Dr. Das,Dermatology,18,Emergency,Unavailable
24534,Dr. Khan,Cardiology,38,OPD,Unavailable
24535,Dr. Khan,Radiology,20,,Available
24536,Dr. Patel,Dermatology,0,Surgery,Available
24537,Dr. Mehta,Neurology,18,OPD,Unavailable
24538,Dr. Sharma,Psychiatry,8,Emergency,Available
24539,Dr. Mehta,Radiology,12,OPD,Unavailable
24540,Dr. Gupta,Pediatrics,7,OPD,Available
24541,Dr. Joshi,Cardiology,25,General,Unavailable
24542,Dr. Singh,Pediatrics,2,OPD,Available
24543,Dr. Iyer,Cardiology,38,Emergency,Available
24544,Dr. Gupta,Pediatrics,28,OPD,Available
24545,Dr. Reddy,Neurology,36,Emergency,Unavailable
24546,Dr. Mehta,Cardiology,6,Surgery,Unavailable
24547,Dr. Mehta,Psychiatry,20,General,Unavailable
24548,Dr. Sharma,Cardiology,5,OPD,Available
24549,Dr. Gupta,Psychiatry,26,Surgery,Unavailable
24550,Dr. Das,Cardiology,4,OPD,Unavailable
24551,Dr. Gupta,Pediatrics,6,Surgery,Available
24552,Dr. Khan,Radiology,19,Emergency,Unavailable
24553,Dr. Khan,Orthopedics,17,General,Available
24554,Dr. Khan,Radiology,6,,Unavailable
24555,Dr. Mehta,Psychiatry,31,Emergency,Available
24556,Dr. Singh,Neurology,2,General,Available
24557,Dr. Patel,Radiology,12,OPD,Unavailable
24558,Dr. Iyer,Dermatology,30,Surgery,Unavailable
24559,Dr. Das,Psychiatry,24,OPD,Available
24560,Dr. Khan,Pediatrics,23,Emergency,Available
24561,Dr. Singh,Orthopedics,29,OPD,Available
24562,Dr. Singh,Pediatrics,35,General,Available
24563,Dr. Joshi,Dermatology,9,,Available
24564,Dr. Iyer,Pediatrics,12,,Unavailable
24565,Dr. Mehta,Radiology,23,Surgery,Available
24566,Dr. Iyer,Neurology,25,Emergency,Available
24567,Dr. Gupta,Cardiology,26,General,Available
24568,Dr. Das,Orthopedics,0,General,Available
24569,Dr. Patel,Cardiology,2,OPD,Available
24570,Dr. Das,Dermatology,30,Surgery,Unavailable
24571,Dr. Singh,Orthopedics,15,Surgery,Unavailable
24572,Dr. Das,Psychiatry,3,General,Unavailable
24573,Dr. Reddy,Dermatology,22,OPD,Available
24574,Dr. Reddy,Orthopedics,37,General,Available
24575,Dr. Sharma,Radiology,9,Surgery,Unavailable
24576,Dr. Singh,Radiology,21,Surgery,Unavailable
24577,Dr. Khan,Cardiology,12,OPD,Unavailable
24578,Dr. Reddy,Orthopedics,32,General,Unavailable
24579,Dr. Iyer,Radiology,26,Surgery,Unavailable
24580,Dr. Iyer,Neurology,37,,Unavailable
24581,Dr. Reddy,Orthopedics,1,General,Available
24582,Dr. Gupta,Psychiatry,0,Emergency,Unavailable
24583,Dr. Sharma,Dermatology,27,Surgery,Available
24584,Dr. Patel,Neurology,21,General,Unavailable
24585,Dr. Gupta,Dermatology,19,Surgery,Unavailable
24586,Dr. Khan,Dermatology,37,OPD,Unavailable
24587,Dr. Das,Orthopedics,35,Surgery,Unavailable
24588,Dr. Mehta,Pediatrics,12,General,Unavailable
24589,Dr. Mehta,Orthopedics,10,OPD,Available
24590,Dr. Sharma,Radiology,26,Emergency,Available
24591,Dr. Patel,Psychiatry,14,General,Available
24592,Dr. Reddy,Pediatrics,27,OPD,Available
24593,Dr. Iyer,Psychiatry,35,Surgery,Available
24594,Dr. Khan,Pediatrics,7,General,Unavailable
24595,Dr. Mehta,Pediatrics,7,Emergency,Available
24596,Dr. Sharma,Pediatrics,25,OPD,Available
24597,Dr. Das,Neurology,3,,Unavailable
24598,Dr. Das,Pediatrics,33,OPD,Available
24599,Dr. Reddy,Orthopedics,13,General,Unavailable
24600,Dr. Gupta,Neurology,13,Surgery,Unavailable
24601,Dr. Iyer,Psychiatry,19,General,Unavailable
24602,Dr. Singh,Neurology,2,OPD,Available
24603,Dr. Khan,Orthopedics,6,Surgery,Unavailable
24604,Dr. Reddy,Radiology,23,,Available
24605,Dr. Sharma,Radiology,35,OPD,Available
24606,Dr. Joshi,Psychiatry,36,Emergency,Unavailable
24607,Dr. Patel,Psychiatry,26,Surgery,Available
24608,Dr. Gupta,Cardiology,21,Emergency,Available
24609,Dr. Sharma,Pediatrics,22,Emergency,Available
24610,Dr. Reddy,Radiology,5,Emergency,Unavailable
24611,Dr. Gupta,Pediatrics,31,Surgery,Available
24612,Dr. Das,Dermatology,16,OPD,Available
24613,Dr. Joshi,Dermatology,20,Emergency,Available
24614,Dr. Das,Pediatrics,8,OPD,Available
24615,Dr. Reddy,Cardiology,2,Emergency,Unavailable
24616,Dr. Sharma,Neurology,7,General,Unavailable
24617,Dr. Mehta,Dermatology,16,Surgery,Available
24618,Dr. Joshi,Orthopedics,7,General,Unavailable
24619,Dr. Sharma,Neurology,3,,Unavailable
24620,Dr. Patel,Orthopedics,31,General,Unavailable
24621,Dr. Khan,Pediatrics,3,Surgery,Available
24622,Dr. Khan,Dermatology,13,Surgery,Available
24623,Dr. Patel,Radiology,14,OPD,Unavailable
24624,Dr. Gupta,Cardiology,1,OPD,Available
24625,Dr. Singh,Dermatology,12,Surgery,Available
24626,Dr. Das,Orthopedics,17,Surgery,Unavailable
24627,Dr. Reddy,Cardiology,38,Surgery,Available
24628,Dr. Mehta,Dermatology,9,General,Available
24629,Dr. Iyer,Pediatrics,27,Surgery,Available
24630,Dr. Das,Cardiology,33,General,Available
24631,Dr. Singh,Neurology,39,Surgery,Unavailable
24632,Dr. Gupta,Pediatrics,17,Emergency,Available
24633,Dr. Mehta,Pediatrics,22,General,Unavailable
24634,Dr. Mehta,Neurology,31,Emergency,Unavailable
24635,Dr. Gupta,Radiology,7,OPD,Available
24636,Dr. Joshi,Radiology,15,Emergency,Unavailable
24637,Dr. Gupta,Dermatology,21,Emergency,Available
24638,Dr. Iyer,Neurology,18,General,Available
24639,Dr. Mehta,Dermatology,17,OPD,Available
24640,Dr. Das,Dermatology,13,General,Available
24641,Dr. Mehta,Radiology,36,General,Available
24642,Dr. Khan,Psychiatry,30,General,Unavailable
24643,Dr. Iyer,Psychiatry,16,General,Available
24644,Dr. Sharma,Dermatology,28,General,Unavailable
24645,Dr. Joshi,Neurology,34,Surgery,Available
24646,Dr. Singh,Psychiatry,11,General,Available
24647,Dr. Patel,Radiology,19,Surgery,Unavailable
24648,Dr. Das,Pediatrics,38,General,Unavailable
24649,Dr. Reddy,Pediatrics,30,General,Unavailable
24650,Dr. Das,Dermatology,10,OPD,Unavailable
24651,Dr. Reddy,Orthopedics,27,Emergency,Available
24652,Dr. Iyer,Neurology,21,OPD,Available
24653,Dr. Gupta,Cardiology,31,OPD,Available
24654,Dr. Iyer,Pediatrics,31,,Available
24655,Dr. Gupta,Dermatology,37,General,Available
24656,Dr. Iyer,Cardiology,29,Emergency,Available
24657,Dr. Iyer,Cardiology,38,OPD,Unavailable
24658,Dr. Patel,Neurology,18,Emergency,Unavailable
24659,Dr. Patel,Neurology,35,OPD,Available
24660,Dr. Das,Pediatrics,13,Surgery,Available
24661,Dr. Reddy,Orthopedics,21,Emergency,Available
24662,Dr. Sharma,Neurology,32,OPD,Available
24663,Dr. Sharma,Radiology,0,Surgery,Available
24664,Dr. Khan,Orthopedics,31,OPD,Unavailable
24665,Dr. Iyer,Cardiology,14,General,Available
24666,Dr. Joshi,Cardiology,16,Surgery,Available
24667,Dr. Joshi,Radiology,38,General,Unavailable
24668,Dr. Reddy,Orthopedics,8,Surgery,Available
24669,Dr. Gupta,Pediatrics,4,General,Available
24670,Dr. Iyer,Neurology,16,General,Unavailable
24671,Dr. Joshi,Pediatrics,31,OPD,Available
24672,Dr. Gupta,Orthopedics,33,General,Available
24673,Dr. Mehta,Pediatrics,31,Emergency,Unavailable
24674,Dr. Joshi,Psychiatry,37,General,Available
24675,Dr. Khan,Radiology,33,Emergency,Available
24676,Dr. Patel,Psychiatry,11,General,Available
24677,Dr. Khan,Pediatrics,15,Emergency,Available
24678,Dr. Singh,Cardiology,3,OPD,Available
24679,Dr. Reddy,Radiology,38,Surgery,Unavailable
24680,Dr. Singh,Orthopedics,9,General,Available
24681,Dr. Gupta,Orthopedics,13,OPD,Available
24682,Dr. Iyer,Pediatrics,25,OPD,Available
24683,Dr. Reddy,Pediatrics,6,,Available
24684,Dr. Das,Orthopedics,34,General,Unavailable
24685,Dr. Iyer,Orthopedics,20,Emergency,Available
24686,Dr. Sharma,Cardiology,19,Emergency,Available
24687,Dr. Sharma,Dermatology,32,Emergency,Available
24688,Dr. Joshi,Neurology,23,Emergency,Available
24689,Dr. Patel,Radiology,4,Surgery,Available
24690,Dr. Iyer,Radiology,4,General,Available
24691,Dr. Singh,Orthopedics,29,Surgery,Available
24692,Dr. Reddy,Pediatrics,25,Surgery,Available
24693,Dr. Iyer,Dermatology,24,Emergency,Unavailable
24694,Dr. Patel,Neurology,20,Emergency,Available
24695,Dr. Sharma,Psychiatry,25,Surgery,Unavailable
24696,Dr. Khan,Cardiology,33,General,Available
24697,Dr. Mehta,Neurology,12,General,Unavailable
24698,Dr. Mehta,Radiology,15,OPD,Unavailable
24699,Dr. Das,Pediatrics,28,General,Available
24700,Dr. Iyer,Pediatrics,21,General,Available
24701,Dr. Iyer,Cardiology,12,Surgery,Available
24702,Dr. Sharma,Orthopedics,37,OPD,Unavailable
24703,Dr. Joshi,Psychiatry,26,Surgery,Available
24704,Dr. Reddy,Pediatrics,12,Emergency,Available
24705,Dr. Gupta,Cardiology,26,Surgery,Available
24706,Dr. Sharma,Orthopedics,3,General,Available
24707,Dr. Joshi,Pediatrics,19,Surgery,Available
24708,Dr. Reddy,Orthopedics,37,Emergency,Unavailable
24709,Dr. Das,Psychiatry,26,OPD,Available
24710,Dr. Sharma,Cardiology,10,Emergency,Available
24711,Dr. Khan,Cardiology,1,Emergency,Unavailable
24712,Dr. Iyer,Pediatrics,36,Emergency,Available
24713,Dr. Singh,Neurology,35,,Available
24714,Dr. Singh,Psychiatry,6,Surgery,Available
24715,Dr. Reddy,Orthopedics,7,General,Available
24716,Dr. Joshi,Radiology,24,OPD,Unavailable
24717,Dr. Singh,Pediatrics,8,Emergency,Unavailable
24718,Dr. Reddy,Radiology,15,Emergency,Unavailable
24719,Dr. Reddy,Orthopedics,17,Surgery,Unavailable
24720,Dr. Joshi,Radiology,29,OPD,Available
24721,Dr. Iyer,Neurology,32,Emergency,Available
24722,Dr. Singh,Radiology,3,General,Unavailable
24723,Dr. Patel,Radiology,6,OPD,Available
24724,Dr. Iyer,Neurology,19,OPD,Unavailable
24725,Dr. Gupta,Neurology,5,OPD,Available
24726,Dr. Das,Psychiatry,7,General,Unavailable
24727,Dr. Sharma,Radiology,34,Emergency,Unavailable
24728,Dr. Iyer,Radiology,35,Surgery,Available
24729,Dr. Sharma,Neurology,25,OPD,Available
24730,Dr. Iyer,Dermatology,39,Emergency,Available
24731,Dr. Khan,Psychiatry,24,General,Unavailable
24732,Dr. Patel,Pediatrics,27,OPD,Available
24733,Dr. Reddy,Radiology,8,OPD,Available
24734,Dr. Iyer,Cardiology,24,Surgery,Available
24735,Dr. Joshi,Psychiatry,23,Surgery,Unavailable
24736,Dr. Iyer,Psychiatry,7,Emergency,Available
24737,Dr. Joshi,Psychiatry,27,Emergency,Unavailable
24738,Dr. Sharma,Psychiatry,4,Surgery,Available
24739,Dr. Iyer,Dermatology,39,General,Available
24740,Dr. Sharma,Neurology,33,OPD,Unavailable
24741,Dr. Sharma,Dermatology,20,General,Available
24742,Dr. Gupta,Orthopedics,22,,Available
24743,Dr. Sharma,Psychiatry,24,Emergency,Available
24744,Dr. Mehta,Orthopedics,19,OPD,Available
24745,Dr. Mehta,Pediatrics,2,Surgery,Available
24746,Dr. Joshi,Psychiatry,34,Surgery,Unavailable
24747,Dr. Reddy,Orthopedics,4,Emergency,Available
24748,Dr. Gupta,Radiology,7,OPD,Available
24749,Dr. Reddy,Orthopedics,17,Emergency,Unavailable
24750,Dr. Joshi,Neurology,11,,Unavailable
24751,Dr. Mehta,Radiology,34,OPD,Unavailable
24752,Dr. Gupta,Orthopedics,5,Emergency,Unavailable
24753,Dr. Iyer,Pediatrics,26,Surgery,Unavailable
24754,Dr. Sharma,Neurology,9,General,Available
24755,Dr. Das,Orthopedics,23,Emergency,Available
24756,Dr. Sharma,Radiology,17,OPD,Unavailable
24757,Dr. Iyer,Neurology,25,General,Unavailable
24758,Dr. Reddy,Cardiology,20,OPD,Unavailable
24759,Dr. Reddy,Orthopedics,8,General,Unavailable
24760,Dr. Iyer,Cardiology,15,Surgery,Unavailable
24761,Dr. Joshi,Radiology,13,Emergency,Unavailable
24762,Dr. Gupta,Pediatrics,38,,Available
24763,Dr. Gupta,Neurology,23,General,Available
24764,Dr. Das,Dermatology,19,Surgery,Unavailable
24765,Dr. Gupta,Neurology,7,Surgery,Unavailable
24766,Dr. Khan,Dermatology,4,Surgery,Available
24767,Dr. Patel,Radiology,6,General,Available
24768,Dr. Singh,Radiology,28,General,Unavailable
24769,Dr. Iyer,Neurology,36,OPD,Unavailable
24770,Dr. Mehta,Dermatology,14,Surgery,Unavailable
24771,Dr. Reddy,Psychiatry,0,General,Unavailable
24772,Dr. Reddy,Psychiatry,15,Surgery,Available
24773,Dr. Das,Cardiology,32,General,Unavailable
24774,Dr. Singh,Pediatrics,21,OPD,Unavailable
24775,Dr. Sharma,Radiology,16,Surgery,Available
24776,Dr. Iyer,Neurology,32,General,Unavailable
24777,Dr. Das,Psychiatry,13,Surgery,Unavailable
